sample_matrix_group;sample_matrix;analysis_group;analysis_item_name_vi;analysis_item_name_en;public_group_code;Equipment_type;LOD;LOQ;TAT_Normal;TAT_Fast;TAT_Urgent; unit_price ; Analysis Group Whole group standard 
NƯỚC ĂN UỐNG;Nước;PES-LC/MS/MS;Thiabendazole;Thiabendazole;VLAB-CH-TP-674;LC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-LC/MS/MS;Thiacloprid;Thiacloprid;VLAB-CH-TP-674;LC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-LC/MS/MS;Thiamethoxam;Thiamethoxam;VLAB-CH-TP-674;LC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-LC/MS/MS;Thidiazuron;Thidiazuron;VLAB-CH-TP-674;LC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-LC/MS/MS;Thiobencarb (Benthiocarb);Thiobencarb (Benthiocarb);VLAB-CH-TP-674;LC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-LC/MS/MS;Thiofanox;Thiofanox;VLAB-CH-TP-674;LC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-LC/MS/MS;Thiophanate-methyl;Thiophanate-methyl;VLAB-CH-TP-674;LC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-LC/MS/MS;Triadimenol;Triadimenol;VLAB-CH-TP-674;LC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-LC/MS/MS;Trichlorfon;Trichlorfon;VLAB-CH-TP-674;LC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-LC/MS/MS;Tricyclazole;Tricyclazole;VLAB-CH-TP-674;LC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-LC/MS/MS;Trifloxystrobin;Trifloxystrobin;VLAB-CH-TP-674;LC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-LC/MS/MS;Triflumuron;Triflumuron;VLAB-CH-TP-674;LC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-LC/MS/MS;Triticonazole;Triticonazole;VLAB-CH-TP-674;LC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-LC/MS/MS;Triforine;Triforine;VLAB-CH-TP-674;LC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-LC/MS/MS;XMC (3,5-dimethylphenyl N-methylcarbamate);XMC (3,5-dimethylphenyl N-methylcarbamate);VLAB-CH-TP-674;LC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-LC/MS/MS;Zoxamide;Zoxamide;VLAB-CH-TP-674;LC-MS/MS;0.003 mg/kg;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;2,3,5,6-Tetrachloroaniline;2,3,5,6-Tetrachloroaniline;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;2,6-dichlorobenzonitrile;2,6-dichlorobenzonitrile;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;2-phenylphenol;2-phenylphenol;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;3,4-Dichloroaniline;3,4-Dichloroaniline;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;4,4'-Dichlorobenzophenone;4,4'-Dichlorobenzophenone;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Acetochlor;Acetochlor;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Acibenzolar-S-methyl;Acibenzolar-S-methyl;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Aclonifen;Aclonifen;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Acrinathrin;Acrinathrin;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Alachlor;Alachlor;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Aldrin;Aldrin;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Allidochlor;Allidochlor;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;alpha-BHC (benzene hexachloride);alpha-BHC (benzene hexachloride);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Anilofos;Anilofos;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Anthraquinone;Anthraquinone;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Aspon (Tetrapropyl thiodiphosphate);Aspon (Tetrapropyl thiodiphosphate);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Atrazine;Atrazine;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Atrazine-desethyl;Atrazine-desethyl;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Azinphos-ethyl;Azinphos-ethyl;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Benfluralin;Benfluralin;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;beta-BHC;beta-BHC;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Bifenthrin;Bifenthrin;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Biphenyl;Biphenyl;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Bromfenvinfos;Bromfenvinfos;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Bromfenvinfos-methyl;Bromfenvinfos-methyl;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Bromophos;Bromophos;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Bromophos-ethyl;Bromophos-ethyl;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Bromopropylate;Bromopropylate;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Bupirimate;Bupirimate;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Buprofezin (Buprofenzin);Buprofezin (Buprofenzin);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Butachlor;Butachlor;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Cadusafos;Cadusafos;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Captan;Captan;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Carbophenothion;Carbophenothion;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Carbosulfan;Carbosulfan;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Carfentrazone-ethyl;Carfentrazone-ethyl;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Chinomethionate (Oxythioquinox);Chinomethionate (Oxythioquinox);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Chlorbenside;Chlorbenside;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Chlorfenapyr;Chlorfenapyr;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Chlorfenson;Chlorfenson;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Chlorfenvinphos;Chlorfenvinphos;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Chlorobenzilate;Chlorobenzilate;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Chloroneb;Chloroneb;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Chloropropylate;Chloropropylate;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Chlorothalonil;Chlorothalonil;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Chlorpropham;Chlorpropham;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Chlorpyrifos (Chlorpyrifos ethyl);Chlorpyrifos (Chlorpyrifos ethyl);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Chlorpyrifos-methyl;Chlorpyrifos-methyl;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Chlorthiophos;Chlorthiophos;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-LC/MS/MS-1;Chlorotoluron;Chlorotoluron;VLAB-CH-TP-674;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Chlozolinate;Chlozolinate;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;cis-1,2,3,6-Tetrahydrophthalimide;cis-1,2,3,6-Tetrahydrophthalimide;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;cis-Chlordane;cis-Chlordane;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;cis-Nonachlor;cis-Nonachlor;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Clomazone;Clomazone;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Cloquintocet-mexyl;Cloquintocet-mexyl;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Coumaphos;Coumaphos;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Crimidine;Crimidine;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Cyanofenphos;Cyanofenphos;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Cyanophos;Cyanophos;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Cycloate;Cycloate;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Cyfluthrin;Cyfluthrin;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Cyhalofop-butyl;Cyhalofop-butyl;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Cyhalothrin (Gamma);Cyhalothrin (Gamma);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Cyhalothrin (Lambda);Cyhalothrin (Lambda);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Cypermethrin;Cypermethrin;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-LC/MS/MS-1;Cyproconazole;Cyproconazole;VLAB-CH-TP-674;LC-MS/MS;0.003 mg/kg;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Cyprodinil;Cyprodinil;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;DCPA (Dacthal, Chlorthal-dimethyl);DCPA (Dacthal, Chlorthal-dimethyl);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;DDD-o,p' (2,4'-DDD);DDD-o,p' (2,4'-DDD);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;DDD-p,p' (4,4'-DDD);DDD-p,p' (4,4'-DDD);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;DDE-o,p' (2,4'-DDE);DDE-o,p' (2,4'-DDE);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;DDE-p,p' (4,4'-DDE);DDE-p,p' (4,4'-DDE);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;DDT-o,p' (2,4'-DDT);DDT-o,p' (2,4'-DDT);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;DDT-p,p' (4,4'-DDT);DDT-p,p' (4,4'-DDT);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;DEF (Tribufos);DEF (Tribufos);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;delta-BHC;delta-BHC;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Deltamethrin;Deltamethrin;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Desmetryn;Desmetryn;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Dialifos;Dialifos;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Diallate;Diallate;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Diazinon;Diazinon;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Dichlofenthion;Dichlofenthion;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Dichloran;Dichloran;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Dichlorvos;Dichlorvos;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Diclobutrazol (Dichlobutrazol);Diclobutrazol (Dichlobutrazol);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Diclofop-methyl;Diclofop-methyl;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Dieldrin;Dieldrin;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Dimethachlor;Dimethachlor;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Dimethenamid-P;Dimethenamid-P;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Diofenolan;Diofenolan;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Diphenamid;Diphenamid;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Diphenylamine;Diphenylamine;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Disulfoton;Disulfoton;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Disulfoton-sulfoxide;Disulfoton-sulfoxide;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Ditalimfos;Ditalimfos;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Dithiopyr;Dithiopyr;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Endosulfan ether;Endosulfan ether;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Endosulfan I (alpha isomer);Endosulfan I (alpha isomer);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Endosulfan II (beta isomer);Endosulfan II (beta isomer);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Endosulfan sulfate;Endosulfan sulfate;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Endrin;Endrin;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;EPN (O-Ethyl O-(4-nitrophenyl) phenylphosphonothioate);EPN (O-Ethyl O-(4-nitrophenyl) phenylphosphonothioate);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Ethalfluralin;Ethalfluralin;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Ethion;Ethion;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Ethofenprox (Etofenprox);Ethofenprox (Etofenprox);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Ethofumesate;Ethofumesate;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Ethylan (Perthane);Ethylan (Perthane);VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Fenamiphos;Fenamiphos;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
NƯỚC ĂN UỐNG;Nước;PES-GC-MS/MS;Fenarimol;Fenarimol;VLAB-CH-TP-614;GC-MS/MS;0.003 mg/L;0.01 mg/L;72;;; 315.000 ; 840.000 
